Rank,Name,Country,Single
1502,Kajetan Opach,Poland,517.37
1503,Yanqing Fang (方彦卿),China,517.66
1504,Alex Taylor,New Zealand,517.73
1505,Dylan Seah Tze Siang,Singapore,517.79
1506,Yanze Shi (石焱泽),China,517.87
1507,Kevin Aldair Velázquez Vargas,Mexico,517.91
1508,Michael Fisher,Canada,517.92
1509,Tom Nelson,New Zealand,517.96
1510,Fayyadh Aunilbarr,Indonesia,518.05
1511,Taosif Amin Sahil,Bangladesh,518.12
1512,Alejandro Arteaga Mejia,Mexico,518.21
1513,Nurym Kudaibergen,Kazakhstan,518.24
1514,Daniel Martinez Alba,Mexico,518.28
1515,Wilfrid Py,France,518.29
1516,Lianghui Li (李亮辉),China,518.58
1517,Kevin Sulser,Switzerland,518.71
1518,Lachlan Stephens,Australia,518.72
1519,Abraham Torres Ortíz Aguirre,Mexico,518.74
1520,Alexander Karlov,Sweden,519.01
1521,Brock Hamann,Australia,519.03
1522,Ethan Pan,New Zealand,519.11
1523,Pengkai Fang (方鹏凯),China,519.16
1524,Ishaan Nimish Hadkar,India,519.31
1525,Ben Ridley,United Kingdom,519.5
1526,Luis Sinhue Medina Salas,Mexico,519.53
1527,Dominik Fürer,Switzerland,519.65
1528,Abraham Arcila Soraluz,Peru,519.74
1529,Brayan Orlando Gómez Gonzáles,Colombia,519.81
1530,Ivan Micieli,Italy,520.05
1531,Anders Berggren,Sweden,520.19
1532,Paweł Duraj,Poland,520.44
1533,Viktor Finogenov,Russia,520.49
1534,Noah Pihlstrand,Sweden,520.55
1535,Carl Joshua Garcia,Philippines,520.55
1536,Mason Witt,USA,520.56
1537,Andrew Strickland,USA,520.59
1538,Jonathan Antonio Oktavian,Indonesia,520.59
1539,Israel Springer,Italy,520.6
1540,Jose Nicolas Rojas,Colombia,520.61
1541,Marco Ho Lok Man (何絡民),Hong Kong,520.62
1542,Dmitry Dergunov,Russia,520.81
1543,Jack Doyle,USA,520.92
1544,Ian Bourn,USA,520.93
1545,David Remolina Amórtegui,Colombia,520.94
1546,Jose Smith Caldas Reyes,Peru,521.03
1547,Elijah Brown,USA,521.04
1548,Artyom Sermyazhko,Belarus,521.25
1549,Jaime Andrés Escobar Chan,Guatemala,521.37
1550,Xiaowei Wang (王晓伟),China,521.46
1551,Maksym Oliynyk (Максим Олійник),Ukraine,521.52
1552,Ronald Fernando Remuzgo Salazar,Peru,521.53
1553,Dmitry Matthew Yaquinto,Russia,521.59
1554,Dereck Estrada,Ecuador,521.63
1555,José Garrido,Chile,521.71
1556,Aniket Das,India,521.82
1557,Ng Si Xian,Malaysia,521.87
1558,Yannic Waser,Switzerland,521.98
1559,Jiashun Wu (吴嘉顺),China,522.08
1560,Alex Davani,USA,522.14
1561,Jin Yang (杨晋),China,522.15
1562,Feng Liang (梁锋),China,522.27
1563,Jonathan Soo Min-Kit,Malaysia,522.53
1564,Xiao Hu (胡霄),China,522.76
1565,Sean Cutshaw,USA,522.79
1566,Walter Felix,Peru,522.89
1567,Rafael Rodriguez Santana,Spain,522.95
1568,Joy Liou Liu (刘丽欧),China,523.0
1569,Shihao Ou (欧世浩),China,523.03
1570,Jiun-Ze Chen (陳鈞澤),Taiwan,523.04
1571,Bernardo Zakur Corrêa Santos,Brazil,523.09
1572,Zhihao Jia (贾志豪),China,523.18
1573,Auel Yakubu,Germany,523.21
1574,Jichen Zha (查吉辰),China,523.22
1575,Jack O'Mahony,Australia,523.22
1576,Kamil Zieliński,Poland,523.24
1577,Santiago Ramírez Jiménez,Colombia,523.27
1578,Yuzhuo Zheng (郑钰卓),China,523.3
1579,Bertie Longden,United Kingdom,523.31
1580,Kyle Van Straaten,Canada,523.41
1581,Teo Kai Xiang,Singapore,523.48
1582,Ruimin Yan (颜瑞民),China,523.49
1583,AJ Blair,USA,523.49
1584,Josh Bloch,USA,523.53
1585,Olander Rafael Hernández Morales,Guatemala,523.6
1586,Joe Yang,USA,523.6
1587,Ting-Guang Chang (張廷光),Taiwan,523.67
1588,Calvin Nielson,USA,523.72
1589,Juliusz Czakon,Poland,523.74
1590,Yuxuan Song (宋宇轩),China,523.8
1591,Ling Qin (秦岭),China,523.83
1592,Max Chan,USA,523.85
1593,Caleb Hall,New Zealand,523.89
1594,Shane David,USA,523.96
1595,Ryo Ito (伊藤崚),Japan,524.01
1596,Gage Coon,USA,524.42
1597,Sebastian Owieczko,Poland,524.59
1598,Brandon Lin,USA,524.6
1599,Ruei-Ying Huang (黃睿穎),Taiwan,524.64
1600,Martin Brath,Germany,524.74
1601,Jitao Zhu (朱继涛),China,524.97
1602,Qingwei Kong (孔庆玮),China,525.36
1603,Qiuhao Qian (潜秋豪),China,525.51
1604,Matthew Bidwell,USA,525.52
1605,Jakub Sokołowski,Poland,525.61
1606,Balázs Bernát,Hungary,525.74
1607,Jonathan Gerardo Hernandez Cruz,Mexico,526.03
1608,Aleksandar Dukleski,North Macedonia,526.16
1609,Diego Alejandro Casas Jimenez,Colombia,526.21
1610,Zhibo Jin (金智博),China,526.25
1611,Vadym Perestiuk (Вадим Перестюк),Ukraine,526.29
1612,Muhammad Syahmi,Malaysia,526.34
1613,Raymond Wang,USA,526.35
1614,Bas Verseveldt,Netherlands,526.38
1615,Vladimir Korovin,Russia,526.46
1616,Álvaro Rojas,Bolivia,526.52
1617,Lukas Lange,Germany,526.77
1618,Evgeniy Mazhara,Russia,526.87
1619,Jacky Koo Chun Ki (顧俊祺),Hong Kong,526.94
1620,Long Zhou (周隆),China,526.96
1621,Michael Young,USA,526.96
1622,Philipp Weyer,Germany,527.07
1623,Kevin Estefano Coayla Vargas,Peru,527.1
1624,Choi Goho (최고호),Korea,527.18
1625,Haluk Ulkusal,Romania,527.21
1626,Roman Povolotskii,Russia,527.22
1627,Dylan Vaskevicius,Canada,527.26
1628,Anang Hariyanto Nurhadi,Indonesia,527.32
1629,Adriano Matoba Lipski,Brazil,527.35
1630,Javier Tovar Castro,Spain,527.35
1631,Ivaylo Ivaylov Vichev,Bulgaria,527.38
1632,Jānis Zirnis,Latvia,527.39
1633,Santiago Medina Guzmán,Mexico,527.4
1634,Sutep Nopnatee (สุเทพ นภนที),Thailand,527.73
1635,Matthew Flay,Australia,527.91
1636,Mihai Căpăţinescu,Romania,527.94
1637,Hill Pong Yong Feng,Malaysia,527.95
1638,Te Wu (邬特),China,528.05
1639,Justus Danielsen,USA,528.07
1640,Rick Hamburger,Netherlands,528.34
1641,Einar Kvam Lundberg,Norway,528.35
1642,Adam Chodyniecki,Poland,528.59
1643,Iurii Chesnokov (Юрий Чесноков),Russia,528.76
1644,John Gaynor,USA,528.89
1645,Dingneng Deng (邓定能),China,528.95
1646,Mahir Israfilov,Azerbaijan,529.01
1647,Pang Pak Hin (彭栢軒),Hong Kong,529.02
1648,Artur Rzegost,Poland,529.1
1649,Shuailong Chen (陈帅龙),China,529.13
1650,Gil Kochbeck,Germany,529.32
1651,Michael Nielsen,USA,529.38
1652,Bryson Azzopardi,Australia,529.4
1653,Charlie Stark,United Kingdom,529.42
1654,Kevin Wilson,USA,529.45
1655,Daniel Yosef,Israel,529.54
1656,Elizabeth Cutting,USA,529.59
1657,Victor Rafael Ortiz Villaseñor,Mexico,529.85
1658,Jesper Nilsson,Sweden,529.92
1659,David Mortenson,USA,529.93
1660,Wojciech Barciaga,Poland,530.08
1661,Diego Barrera,Chile,530.29
1662,Rahul Singh,India,530.31
1663,Michael Angelo Zafra,Philippines,530.35
1664,Andrés Irías Li,Costa Rica,530.64
1665,Thomas Kohann,USA,530.68
1666,Alexander de Blois,Spain,530.76
1667,William Holloway,Australia,530.96
1668,Adam Tran,USA,531.27
1669,Le Chen (陈乐),China,531.42
1670,Gianluca Veschi,Italy,531.43
1671,Pavel Eroshkin (Павел Ерошкин),Russia,531.53
1672,Mukund Karthik,New Zealand,531.57
1673,Baocheng Wu (吴宝城),China,531.67
1674,Garrett Hadaway,USA,531.76
1675,Waris Ali,USA,531.77
1676,Gabriel Barrios,Guatemala,532.03
1677,Yuguang Deng (邓宇光),China,532.06
1678,Filip Kleczewski,Poland,532.13
1679,Evgeniy Kabanov,Russia,532.37
1680,Joseph Pasterski,USA,532.43
1681,Tim Möller,Germany,532.45
1682,Setya Hadi,Indonesia,532.48
1683,Luis David Hernández Mejía,Honduras,532.49
1684,Evan Wright,USA,532.64
1685,Nicos Ahlgrimm,Germany,532.66
1686,Jonathan Truchot,USA,532.71
1687,Leon Achata,Peru,532.79
1688,Iñaki Calderón Contreras,Mexico,532.81
1689,Muchammad Daniyal Kautsar,Indonesia,532.9
1690,Jhonier Andres Díaz Brito,Colombia,532.99
1691,Markus Kasparofsky,Germany,533.0
1692,Jiong Zhou (周炯),China,533.24
1693,Jinxuan Wu (吴金炫),China,533.26
1694,Tyler Williams,Australia,533.3
1695,Ziyue Chen (陈子悦),China,533.44
1696,Riley Norrid,USA,533.5
1697,Raúl Martínez Redondo,Spain,533.51
1698,Eli Hawkins,USA,533.72
1699,Francisco Alonso,Uruguay,533.86
1700,Nguyễn Đức Tài,Vietnam,533.92
1701,Ryouichi Ibaraki (茨木亮一),Japan,533.95
1702,Zhen Tang (唐镇),China,534.03
1703,Justin He,Australia,534.15
1704,Xiaojie Jiang (蒋孝杰),China,534.21
1705,Pavan Ravindra,USA,534.28
1706,Ivan Miletić,Serbia,534.34
1707,Phan Tu Nghi,Vietnam,534.39
1708,David Petru Ciubuc,Romania,534.4
1709,Elyas Eyou,New Zealand,534.42
1710,Yubo Ji (纪宇博),China,534.58
1711,Leo Högh,Sweden,534.63
1712,Laura Mellier,Switzerland,534.72
1713,Haibo Sui (隋海波),China,534.88
1714,Shao-Hua Hu (胡少華),Taiwan,535.02
1715,Lennon Hughes,Australia,535.05
1716,Siyuan Chen (陈思源),China,535.06
1717,Yuanxing Gao (高元兴),China,535.22
1718,Jesse Hartnett,USA,535.59
1719,Fabricio Andrés Yañez Terrazas,Bolivia,535.6
1720,Eduardo González Parra,Mexico,535.67
1721,Max Walaszek,USA,535.7
1722,Diego Zeballos,Bolivia,535.77
1723,Cyril Barigand,Belgium,535.78
1724,Nithin Babu,India,535.93
1725,Brennen Lin,Canada,535.97
1726,Guozheng Xu (徐国正),China,535.98
1727,Yizhi Wang (王易知),China,536.02
1728,Chan Chun Hang (陳浚鏗),Hong Kong,536.03
1729,Anders Barhaugen,Norway,536.06
1730,Miles C. Gutierrez,Philippines,536.12
1731,Shi-Xun Qiu (邱世勳),Taiwan,536.2
1732,Lui Chi Fung (雷智鋒),Hong Kong,536.37
1733,Andrea Natale,Italy,536.43
1734,Shin June Cheol (신준철),Korea,536.6
1735,Justin Abad,USA,536.77
1736,Nikita Popkov,Russia,536.86
1737,Damien Barquilla,Philippines,537.05
1738,Juan David Quiñones,Colombia,537.13
1739,Ethan Horspool,United Kingdom,537.24
1740,Aneurin Hunt,New Zealand,537.6
1741,Nikolay Vasilyev,Russia,537.75
1742,Staš Zupanc,Slovenia,537.76
1743,Nick Stoker,USA,537.78
1744,Brayden Adams,USA,537.8
1745,Yong Liu (刘勇),China,537.8
1746,Andrew McCormick,USA,537.87
1747,Anderson Rojas,Peru,537.9
1748,Fred Lang,United Kingdom,537.91
1749,Charles Jerome,USA,537.97
1750,Benjamín González Camus,Chile,538.01
1751,Hsuan Chang (張璿),Taiwan,538.23
1752,Zicheng Wei (魏子程),China,538.42
1753,Yunhao Lou (娄云皓),China,538.63
1754,Angel de Jesús Cruz Fonseca,Mexico,538.79
1755,Juan Camilo Vargas,Colombia,538.82
1756,Michael Wittwer,Germany,538.88
1757,Caiqing Tang (汤才庆),China,539.02
1758,Seth Talbot,USA,539.06
1759,Zongwen Mu (牟宗文),China,539.13
1760,Jesús Jorge García López,Mexico,539.22
1761,Benjamin D. Millikan,USA,539.54
1762,Emil Khalimov,Russia,539.56
1763,Ashwin Ramesh,India,539.59
1764,Xiaoyin Guo (郭啸寅),China,539.85
1765,Maxen Morrison,Canada,540.04
1766,Ryan Michael Breen,USA,540.06
1767,Deyang Wang (王德阳),China,540.07
1768,Ava Monello,USA,540.07
1769,Marco Yang,Canada,540.13
1770,Nathaniel Khalinsky,Australia,540.19
1771,Jin-Yu Lin (林進裕),Taiwan,540.43
1772,Sam van Vliet,Australia,540.47
1773,Jacob Ryan Boantă,Romania,540.49
1774,Sören Jaan Handschuch,Germany,540.59
1775,Zhantong Xia (夏占通),China,540.6
1776,Derek Sears,USA,540.64
1777,Michael Eleftheriades,Cyprus,540.7
1778,Shilan Wang (王石蓝),China,540.79
1779,Zeyu Ma (马泽余),China,540.82
1780,Peter Rois,Austria,541.15
1781,Raymundo Alejandro Garza Cruz,Mexico,541.21
1782,Shoutaro Kikuchi (菊地章太郎),Japan,541.24
1783,Yunhui Shi (石蕴辉),China,541.25
1784,Terrence B. Duenas,USA,541.44
1785,Samuel Fang,USA,541.49
1786,Daniel Gutierrez,USA,541.63
1787,David Arzamastsev,Russia,541.66
1788,Ben Thomas Campbell,United Kingdom,541.69
1789,Junyue Liu (刘俊越),China,541.71
1790,Chenhao Ma (马晨皓),China,541.8
1791,Jang Seok Won (장석원),Korea,541.85
1792,Stian Nystad Østli,Norway,541.91
1793,Max Hahnbück,Germany,541.92
1794,Rostyslav Litvinov (Ростислав Літвінов),Ukraine,541.95
1795,Gabriel Sargeiro Gomes de Mello,Brazil,542.28
1796,Liudi Sun (孙柳笛),China,542.3
1797,Jacob Caine,United Kingdom,542.34
1798,Eddy Deturche,France,542.37
1799,Minhyun Kim (김민현),Korea,542.37
1800,Aiden Bartlett,USA,542.49
1801,Zhanaidar Uzakov (Жанайдар Узаков),Kazakhstan,542.51
1802,Wojciech Szatanowski,Poland,542.53
1803,Carlos Emiliano Esquivel Badillo,Mexico,542.66
1804,Muhammad Arsyad Maulana,Indonesia,542.78
1805,Kit Clement,USA,542.85
1806,You Wu (吴悠),China,543.11
1807,Shubham Kumar,India,543.18
1808,Gang Yong-Jin,Korea,543.2
1809,Goh Teng Loong,Singapore,543.22
1810,Nikita Gamolin,Russia,543.31
1811,Zhe Wang (王哲),China,543.49
1812,Gabriel Ignacio Fernández Albarracin,Chile,543.5
1813,Giuseppe Pappalardo,Italy,543.52
1814,Ant Irizarry,USA,543.66
1815,Keenan Johnson,USA,543.76
1816,Mathieu Preston,Canada,543.85
1817,Denis Kalyakin,Russia,543.86
1818,Will Cerne,USA,543.88
1819,Brandon Harris,New Zealand,543.95
1820,Yonghua Xie (解永华),China,544.19
1821,Preston Duke,USA,544.28
1822,Danil Zuev (Данил Зуев),Russia,544.33
1823,Gabriel Rejdych,Poland,544.45
1824,Haixin Yang (杨海鑫),China,544.47
1825,Saravanan Gowthaman,India,544.68
1826,James Macdiarmid,New Zealand,545.0
1827,Dorian Stein,Germany,545.1
1828,Damir Zhanataev (Дамир Жанатаев),Kazakhstan,545.38
1829,Sebastian Pretzsch,Germany,545.39
1830,Frederik Hutfleß,Germany,545.46
1831,Samuel Brenner,USA,545.53
1832,Bruno Vervoort,Belgium,545.66
1833,Vittorio Maria Perucatti,Italy,545.67
1834,Ruben Grobler,South Africa,545.75
1835,Chae Ji-Seok (채지석),Korea,545.76
1836,Zhifeng Lin (林志锋),China,545.78
1837,Ziyu Shang (尚子煜),China,545.84
1838,Kwok Chi Hang (郭志亨),Hong Kong,545.84
1839,Xinhe Liu (刘心赫),China,545.85
1840,Yonghao Xu (徐永浩),China,545.92
1841,Alexandru Ignat,Romania,546.1
1842,Jannik Gartmann,Liechtenstein,546.11
1843,Pilan Scruggs,USA,546.19
1844,Hengsheng Dai (戴恒盛),China,546.25
1845,Haowei Fan (樊浩玮),China,546.37
1846,Siah Yee Long,Singapore,546.43
1847,Joseph Williams,United Kingdom,546.47
1848,Connor Kempf,USA,546.72
1849,Bojun Hu (胡博钧),China,546.92
1850,Rituraj Sohoni,India,547.0
1851,Arden Daniel Jacobson,USA,547.01
1852,Riccardo Simone,Italy,547.11
1853,Graeme Watt,Canada,547.23
1854,Louis Meunier,USA,547.28
1855,Jonathan Hamstad,Norway,547.35
1856,Penghao Wang (王蓬皓),China,547.35
1857,Anthony Lauro,USA,547.37
1858,Antoine Piau,France,547.4
1859,Christian de Sena Fortunato,Brazil,547.48
1860,Jayden Mitchell,USA,547.48
1861,Rhys Lloyd,Australia,547.66
1862,José David Castiblanco Marin,Colombia,547.84
1863,Zeyu Hu (胡泽宇),China,548.0
1864,Lorenzo Franco Kasilag,Philippines,548.01
1865,Bair Bembeev (Баир Бембеев),Russia,548.03
1866,Tan Yong Jie,Malaysia,548.07
1867,Krzysztof Rożałowski,Poland,548.33
1868,Armando Dian,Malaysia,548.34
1869,Samuel Ignacio Rozo Alvarez,Colombia,548.51
1870,Antoine Isselin,France,548.57
1871,Zesheng Li (李泽生),China,548.65
1872,Lee Stanton-Barnett,New Zealand,548.87
1873,Stefano Bevacqua,Italy,548.92
1874,Sergio Bulux,Guatemala,549.16
1875,Zhengkai Xu (徐正凯),China,549.2
1876,Jeremy Collins,USA,549.2
1877,Pablo Grasböck,Austria,549.22
1878,Xingyu Bai (白星宇),China,549.33
1879,Seth Rowell,USA,549.38
1880,Raghav Reddy,USA,549.45
1881,Nicolas Birkenstock,Germany,549.5
1882,Nathan Nakaguchi,USA,549.53
1883,Geovanny Cueva,Ecuador,549.61
1884,Diego Sebastian Tilleria Beltrán,Chile,549.83
1885,Oleg Liven,Russia,549.86
1886,Vitaliy Sheshko,Belarus,549.93
1887,Edward Liu,USA,549.99
1888,Velidi Venkata Jagan Mohana Murali Krishna,India,550.1
1889,Daniel Fraser,New Zealand,550.19
1890,Aedelle Vice Staley R. Anunciacion,Philippines,550.24
1891,Takahiro Tomisawa (富沢隆広),Japan,550.3
1892,Nico Wrodarczyk,Germany,550.42
1893,Soheil Lotfi (سهیل لطفی),Iran,550.5
1894,Amir Reza Zargar Javaheri (امیر رضا زرگر جواهری),Iran,550.51
1895,Bo Chou (周勃),China,550.52
1896,Pessi Ansaranta,Finland,550.66
1897,Leudy Rodríguez,Dominican Republic,550.71
1898,Oleg Mudryk (Олег Мудрик),Ukraine,550.85
1899,Nicholas McKee,USA,550.86
1900,Parker Powell,USA,551.16
1901,Jungwoo Kim (김정우),Korea,551.29
1902,Luis Kleinheinz,Germany,551.37
1903,Lasse Korbanka,Germany,551.39
1904,Jacob Posner,USA,551.45
1905,Ivan Vanek,USA,551.56
1906,Mengyu Duan (段梦雨),China,551.8
1907,Rubén López de Juan,Spain,551.81
1908,Adriel Wiebe,USA,551.89
1909,Haiden Diemer-McKinney,USA,551.91
1910,Piotr Kózka,Poland,551.95
1911,Qi Qu (曲祺),China,552.03
1912,Renzo Rodriguez Moreno,Colombia,552.04
1913,Peter Preston,USA,552.04
1914,Zi-Qiang Hong (洪子強),Taiwan,552.06
1915,Nicholas Daneshvari,USA,552.21
1916,Chia-Leo Lin (林珈樂),Taiwan,552.27
1917,Dongyun Yin (殷冬昀),China,552.28
1918,Wenxuan Yue (岳文轩),China,552.45
1919,Sebastian Nowicki,Poland,552.7
1920,Diego Antonio Avila Pino,Chile,552.77
1921,Rodrigo Cabezas,Chile,552.9
1922,Yunfan Li (李云帆),China,553.0
1923,Jeremy Smith,USA,553.21
1924,Worapat Charoensuk (วรปรัชญ์ เจริญสุข),Thailand,553.32
1925,Maarten Smit,Netherlands,553.35
1926,Denys Shyshliannykov (Денис Шишлянников),Ukraine,553.36
1927,Aset Agabekov (Асет Агабеков),Kazakhstan,553.4
1928,Luis Davila,USA,553.44
1929,Sergey Chirin,Russia,553.49
1930,Matthew Sheerin,United Kingdom,553.56
1931,Sergelenbat Nymdorj,Mongolia,553.58
1932,Arvin Tang,USA,553.67
1933,Lau Yi En James,Singapore,553.67
1934,Mikhail Ivashechkin,Russia,553.82
1935,Cole Campbell,New Zealand,553.96
1936,Alejandro Gallar Caballero,Spain,554.04
1937,Gavin Olson,Canada,554.23
1938,Hongye Sun (孙虹烨),China,554.47
1939,George Pelham,Australia,554.48
1940,Facundo Finola,Argentina,554.52
1941,Dmitry Sidorenko,Russia,554.61
1942,Elmo Tiitola,Finland,554.69
1943,David Gisler,Switzerland,554.74
1944,Tom Noble,Australia,554.75
1945,Cezary Chełkowski,Poland,554.81
1946,Rok Glinšek,Slovenia,554.95
1947,Marcin Zalewski,Poland,555.11
1948,Pei Pan (潘霈),Taiwan,555.18
1949,Vaishnav Nitesh,India,555.37
1950,Pavel Grigoryev,Russia,555.47
1951,Calvin Sall,USA,555.57
1952,Daniel Lucas Dailo,USA,555.57
1953,Freddy Fernández Córdova,Peru,555.64
1954,Filip Brada,Czech Republic,555.67
1955,Ian Cawthon,USA,555.79
1956,Juan Antonio Arauco Jiménez,Peru,555.83
1957,Andres Felipe Triviño,Colombia,555.88
1958,Jerich Lee (李再圆),USA,556.13
1959,Dexter Estolonio,Philippines,556.28
1960,Michael Tripodi,Australia,556.31
1961,Rémi Esturoune,France,556.35
1962,Dylan Rene Centeno Chevez,Nicaragua,556.53
1963,Oscar Di Lenarda,France,556.66
1964,Luis Gerardo Martínez Hernández,Mexico,556.8
1965,Paul Taylor,USA,556.96
1966,Xingqi Chen (陈星奇),China,556.98
1967,Olivér Perge,Hungary,557.13
1968,Manuel Nobis,Germany,557.68
1969,Antto Pitkänen,Finland,557.75
1970,Mateusz Gil,Poland,557.88
1971,Wojciech Weremczuk,Poland,557.92
1972,Ekaterina Kaneva,Russia,557.93
1973,Pedro Victor Ferreira Silva,Brazil,557.96
1974,Khâu Bảo Thành,Vietnam,558.08
1975,Andrii Atamaniuk (Андрій Атаманюк),Ukraine,558.18
1976,Ruoyu Xia (夏若愚),China,558.2
1977,Juan Juli Andika Chandra,Indonesia,558.39
1978,Sebastian Guerrero,Costa Rica,558.41
1979,Kasper Jansson,USA,558.43
1980,Casey Ngo,USA,558.43
1981,Dawson Gonzalez,USA,558.56
1982,Nguyễn Minh Nghĩa,Vietnam,558.59
1983,Jerry Hwang,Korea,558.62
1984,Islam Kitiev,Russia,558.66
1985,Angelo Vega Castillo,Peru,558.71
1986,Simon Liang,USA,558.82
1987,Davide Adamo,Italy,558.87
1988,Jiazhou Li (李佳洲),China,559.01
1989,Safvan Kadannam Potta,India,559.01
1990,Nikolai Kuzin,Russia,559.17
1991,Ryan Pin Harry,Canada,559.23
1992,Ruiyang Wang (王睿杨),China,559.32
1993,Jeff Miao,China,559.37
1994,Junseop Kim (김준섭),Korea,559.39
1995,Samir Homsi,Turkey,559.57
1996,Piotr Tokarski,Poland,559.6
1997,Carlos Pedro Casado de Achával,Argentina,559.68
1998,Julshz Lopez,Philippines,559.69
1999,Mohammad Sarlaki (محمد سرلکی),Iran,559.82
2000,Jordan Herman,USA,559.82
2001,Israel Fraga da Silva,Brazil,559.85
2002,Jichuan Deng (邓冀川),China,559.88
2003,Yerkin Assylbek,Kazakhstan,559.92
2004,Linxuan Zeng (曾霖煊),China,559.93
2005,Lihan Fei (费立涵),China,560.05
2006,Nate Mochrie,New Zealand,560.18
2007,Faris Adilah Zakaria,Indonesia,560.21
2008,Sergey Shmakov,Russia,560.21
2009,Fabrizio Rocco,Argentina,560.31
2010,Hunter Eric Deardurff,USA,560.33
2011,Frank Rhoades,USA,560.41
2012,Rúnar Gauti Gunnarsson,Iceland,560.45
2013,Mohan Balaji,India,560.45
2014,Adrian Dębski,Poland,560.46
2015,Francisco Moraes Mandalozzo,Brazil,560.53
2016,Ryan McIlhenny,USA,560.59
2017,Philip Preußler,Germany,560.64
2018,Melda Eksi,Germany,560.65
2019,Azhar Virani,USA,560.67
2020,Lee Zhi Xuan,Malaysia,560.79
2021,Honghao Zha (查泓昊),China,560.89
2022,Jiacheng Xu (徐嘉诚),China,560.91
2023,Pol González Sierras,Spain,561.02
2024,Orgil Otgonbayar (Отгонбаяр Оргил),Mongolia,561.1
2025,David Sánchez Serrano,Spain,561.23
2026,Fangrui Zeng (曾方锐),China,561.37
2027,James Hamory,USA,561.45
2028,Wenrui Qian (钱文睿),China,561.59
2029,Kacper Wybrański,Poland,561.64
2030,Lucas Sanchez,USA,561.66
2031,Zhihan Liu (刘智涵),China,561.73
2032,Denys Horiachev (Денис Горячев),Ukraine,561.75
2033,Zhiyang Chen (陈至扬),China,561.86
2034,Zabir Bin Moaj,Bangladesh,562.06
2035,Noah Haaning Jensen,Denmark,562.24
2036,Valentin Havlovec,Austria,562.38
2037,Lars Johan Folde,Norway,562.41
2038,Ahmet Güzel,Turkey,562.48
2039,Andrew Y. Feng,USA,562.53
2040,Er-Sheng Kuo (郭爾陞),Taiwan,562.55
2041,Ernest Seroczyński,Poland,562.58
2042,Renato Dean,Croatia,562.61
2043,Panfeng Jiang (江攀峰),China,562.66
2044,Weilun Zhang (张炜纶),China,562.68
2045,Hannes Müller,Germany,562.85
2046,Théo Paris,France,562.93
2047,Meng-Yi Li (李孟一),Taiwan,562.99
2048,Lir Ukaj,France,563.01
2049,Levente Fejes-Nagyfejeő,Hungary,563.28
2050,Antonio Pruteanu,Romania,563.34
2051,Jiaxi Ye (叶佳希),China,563.56
2052,Ethan Bockenhauer,USA,563.72
2053,Pablo Say,Guatemala,563.74
2054,Szymon Juroszek,Poland,563.84
2055,Lanshi Zhang (张岚石),China,563.89
2056,Javier Siquité,Guatemala,564.01
2057,Trần Ngọc Sơn,Vietnam,564.17
2058,Darcy Andrikonis,Australia,564.17
2059,Ethan Pride,Australia,564.21
2060,Wang Pan (潘旺),China,564.21
2061,Claudio Matias Cancino Bruna,Chile,564.37
2062,Maverick Sua,Philippines,564.48
2063,Luke Holt,United Kingdom,564.69
2064,Charan Middi,USA,564.72
2065,Dmitry Aniskin,Russia,564.96
2066,Alvaro Haidar Ersha,Indonesia,565.02
2067,Ernie Pulchny,USA,565.06
2068,Mok Yuan Cong,Malaysia,565.16
2069,Ethan Basanov,Canada,565.43
2070,Fabian Staber,Austria,565.51
2071,Mikhail Kuzin,Russia,565.65
2072,Pengju Li (李鹏举),China,565.79
2073,Christopher Cabrera,USA,565.79
2074,Joey Gouly,United Kingdom,565.94
2075,Björn Korbanka,Germany,565.95
2076,Xinyu Tian (田芯语),China,566.04
2077,Hector Eduardo Ramirez Manuel,Mexico,566.09
2078,Riley Workman,USA,566.14
2079,Piotr Melczewski,Poland,566.21
2080,Owen de Greeff,Canada,566.38
2081,Matúš Buffa,Slovakia,566.44
2082,Patrick Kern,Germany,566.46
2083,Iván Pérez,Chile,566.47
2084,Ben Towers,United Kingdom,566.51
2085,Pieterjan Joubert,South Africa,566.52
2086,Michał Pleskowicz,Poland,566.55
2087,Bingbin Hu (胡冰斌),China,566.68
2088,Jason Zheng,USA,566.76
2089,Minsoo Park,Korea,566.83
2090,Benjamin Tibbetts,USA,566.93
2091,Erdenebayar Otgonjargal,Mongolia,567.24
2092,Daniel Penilla Jiménez,Mexico,567.37
2093,Pia Melloh,Germany,567.47
2094,Alex Burns,United Kingdom,567.54
2095,Daan Baartmans,Netherlands,567.58
2096,Evan Mann,USA,567.62
2097,Lauren Phung,USA,567.72
2098,David Serban Enescu,Romania,567.85
2099,Elliott Ashe,USA,567.94
2100,Leon Tran,Australia,567.99
2101,Jack Manzo,USA,568.09
2102,Taiga Takaoka (高岡汰虎),Japan,568.27
2103,Jhih-Chi Yang (楊智期),Taiwan,568.28
2104,Yiding Zhao (赵一丁),China,568.46
2105,Dinh-Anh Tran,France,568.59
2106,Christian Meyer,Switzerland,568.75
2107,Mengfei Shen (沈梦非),China,568.83
2108,Xiangjie Li (李祥杰),China,568.89
2109,Jonathan Östberg,Sweden,568.97
2110,Jonathan Culbertson,USA,568.99
2111,Nic Napier,USA,569.3
2112,Junxi Li (李俊锡),China,569.39
2113,Alessandro Manopulo,Italy,569.45
2114,Eduardo David Mazariegos Cifuentes,Guatemala,569.55
